meta,sender,sender_type,sender_id,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,age,gender,english,education,country,textLLM,switch,textHuman,response,response_action,competency,attitude,impact,creative_humor,accept_plot,negative_diversity,original_human,accept_dialogue,creative_story,creative_characters,negative_audience,accept_edit,better_llm,negative_writers,accept_script,diminish_originality
,Showing scenes,html.Page,4_7_0,response,140394.3999999524,1317013.1000000238,1317036.728,1317053.4,1457447.7999999523,1457454.6999999285,2025-12-11T22:43:41.268Z,1457474.2,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",true,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",left,keypress(a),,,,,,,,,,,,,,,,,8,
,interval,canvas.Screen,4_7_1,response,2174.8000000000466,1457454.8999999762,1457457.566,1457474.2,1459649,1459652.7999999523,2025-12-11T22:43:43.466Z,1459674.2,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,keypress,,,,,,,,,,,,,,,,,8,
,trial,flow.Sequence,4_7,completion,142595.6000000001,1317013.1000000238,1317036.728,1317053.4,1459649,1459653.1999999285,2025-12-11T22:43:43.466Z,1459674.2,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,"[Inside “Fanciful Frocks” dress shop. Racks of clothes everywhere. Erin, Clare, Michelle, James, Orla, and Mae are browsing.]<br> Erin: (holding up a pink dress) Look at this one! Mam, this dress is absolutely mine. It screams ME.<br> Mae: It’s very… pink. Like candy floss pink. Are you sure?<br> Clare: It's cute on you, Erin. But maybe a bit too candy-flossy?<br> James: Pink’s good. Shows you mean business—or bubblegum. Depends.<br> Michelle: Erin, you’ll turn heads in that. I like it.<br> Orla: (holding two hangers) What about this purple-and-orange jumpsuit versus the blue one here? I can’t pick.<br> Erin: Go with what makes you feel like Orla, not like a rainbow vomited on you.<br> Orla: Hey! Rainbow vomit is very in this season… maybe.<br> Mae: The blue one is classy. The jumpsuit is loud. You’re loud already.<br> Clare: True. But loud can be lovely. Depends on how you carry it.<br> Michelle: (to Orla) Try them both on, see which feels better.<br> James: And whichever gets fewer comments from aunties at Mass, that’s the one.<br> Orla: (smiling) Okay, Blue first. Then the jumpsuit. I need them both anyway.<br> Erin: (twirls in pink dress) See? Pink is perfection.<br> Mae: Erin, slow down or you'll spin yourself dizzy.<br> Clare: Let’s guess how many people you’ll make jealous in that dress.<br> Michelle: I vote seven. Seven jealous people.<br> James: Minimum. At least half of the school.<br> Orla: (coming out in blue dress) What about this?<br> Erin: Oh, Orla, you look stunning. The blue suits you more than the rainbow wake-up call.<br> Michelle: Yes! That one’s a winner.<br> Orla: (grins) Dress one blue it is. But maybe I’m coming back for the jumpsuit. Just in case.<br>",,"[In a dress shop.]<br> (James is holding dresses and almost falling asleep. Erin walks out of the changing room in a skin-tight blue dress.)<br> Erin: What do you think of this one?<br> Michelle: I dunno. I'm not sure it's you, really.<br> Erin: (struggling to walk) Good. I don't want to be me.<br> Clare: (holding up a blue dress and a pink dress) Which of these do you like best?<br> Erin: Definitely the pink.<br> Mae: Has to be the blue.<br> Clare: (looking at Erin spitefully) Yeah, I thought the blue.<br> Michelle: (trying on a dress) This doesn't do my baps any justice.<br> Clare: Have you decided who you're bringing yet?<br> Michelle: Well I've narrowed it down to two. There's big Johnny Kells who works in Dunnes. Thick as fuck, but a massive, massive ride. Then there's this other fella, he's not as thick, but he's also not as hot, although I have heard he is really good with his hands. And when I say he's good with his hands, I'm not talking about putting up shelves, girls. I'm talking about...<br> James: (bored) Everybody knows what you're talking about, Michelle.<br> Michelle: Fingering. (looking smug)<br> James: Honestly!<br> Mae: I can't find anything I like.<br> Orla: (from the changing room) Well, I'm just so torn. I mean, I love my Easter dress, but this is cracker too.<br> (Orla jumps out of the changing room in a purple and orange jumpsuit.)<br> Orla: There is just nothing that doesn't suit me.<br>",,,,,,,,,,,,,,,,,,,8,
,Loop,flow.Loop,4,completion,1384465,75156.19999992847,75167.266,75184,1459649,1459654.6000000238,2025-12-11T22:43:43.468Z,1459674.2,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Post task,html.Page,5,form submission,14649.599999952363,1459662,1459657.5,1459674.2,1474323.7999999523,1474324,2025-12-11T22:43:58.137Z,1474358.1,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Post task questionaire 1,html.Page,6,form submission,51773.39999999991,1474324.1000000238,1474358.062,1474358.1,1526131.5,1526132,2025-12-11T22:44:49.943Z,1526159.6,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,,,,,,94,71,91,,,,,,,,,,,,,,,
,Post task questionaire 2,html.Page,7,form submission,180004.09999992838,1526132.1999999285,1526142.966,1526159.6,1706163.6999999285,1706164.2999999523,2025-12-11T22:47:49.970Z,1706181.5,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,,,,,,,,,41,57,100,75,60,67,45,63,81,37,62,80,63,,
,End,canvas.Screen,8,timeout,5000.199999999953,1706164.6999999285,1706164.922,1706181.5,1711165,1711165.2999999523,2025-12-11T22:47:54.971Z,1711181.7,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,root,flow.Sequence,,completion,1710400.4,735.1000000238419,747.9,764.6,1711165,1711165.5,2025-12-11T22:47:54.971Z,1711181.7,9iNoqxnreL,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj203alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://open-lab.online/test/the-manuscript-study-2/693d15fd9fb5480358e2861a"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-GB"",""locale"":""en-GB"",""timeZone"":""Europe/Berlin"",""timezoneOffset"":-60,""screen_width"":1920,""screen_height"":1080,""scroll_width"":1632,""scroll_height"":948,""window_innerWidth"":1632,""window_innerHeight"":996,""devicePixelRatio"":1}",Welcome,html.Page,0,form submission,4884.800000023842,1481.7000000476837,1500.798,1500.8,6385.600000023842,6386.200000047684,2025-12-13T07:30:13.785Z,6417.3,D6h3HxWNn7,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj3z7bto,854991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Personal information,html.Page,1,form submission,13744.300000023843,6386.600000023842,6417.196,6417.3,20161.600000023842,20161.800000071526,2025-12-13T07:30:27.561Z,20166.764,D6h3HxWNn7,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj3z7bto,,24,female,yes,master,DK,,,,,,,,,,,,,,,,,,,,,,,
,"Derry Girls check ",html.Page,2,form submission,13624.636000095368,20161.800000071526,20166.764,20166.764,33791.40000009537,33791.60000002384,2025-12-13T07:30:41.190Z,33799.5,D6h3HxWNn7,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj3z7bto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Explanation Text,html.Page,3,form submission,17753.800000071526,33791.800000071526,33782.862,33799.5,51553.300000071526,51553.5,2025-12-13T07:30:58.952Z,51565.4,D6h3HxWNn7,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj3z7bto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Showing scenes,html.Page,4_0_0,response,152124.20000002385,51553.700000047684,51565.362,51565.4,203689.60000002384,203691.5,2025-12-13T07:33:31.090Z,203692.61,D6h3HxWNn7,incremental,the-manuscript-study-2,69299244a99d9e200d04a72a,participant,hcpibnsmj3z7bto,,,,,,,"[In Erin’s bedroom. Erin is putting on a dress. Orla is doing her hair. Clare peeks in.]<br> Clare: Erin, you really think you should wear *that* to a boy’s party?<br> Erin: Better than looking like a blowfish, Clare. (frowns at her dress in the mirror)<br> James: (from the doorway) Confidence, Erin! Be bold like a hawk, not stiff like a blowfish.<br> Orla: Ew, James. Nobody wants to be a blowfish.<br> Erin: I’m not sure I want to go, though. A boy’s party sounds… weird.<br> Michelle: Weird? Erin, boy’s party = opportunity. Opportunity to be *sexy*. (strikes a pose)<br> Erin: Sexy? Mum, I’m thirteen. If I try to be sexy, I'll look ridiculous.<br> Michelle: Ridiculous sells, sweetheart. Sometimes ridiculous is the look.<br> Clare: Look, just be yourself. Unless you’re a blowfish. Then pick a look.<br> Orla: And if you're going to be sexy, wear red. Red distracts the eye from bad dancing.<br> James: (rolls his eyes) Are we styling Erin or sending her to battle?<br> Erin: I just don’t want to regret it later. What if I spill something everywhere?<br> Michelle: Spill? Then you’ll clean it up, or someone else will.<br> Jon: (knocks and enters) Hey, girls. You're all ready?<br> Erin: I think so. Or I’m somewhere between sexy and sensible.<br> Jon: That’s perfect. No one notices sensible anyway, Erin. Go with the sexy.<br> James: See? Jon gets it. Confidence, eye contact, smile. Not blowfish.<br> Erin: (sighs) Fine. Eye contact. Smile. And maybe red lips.<br> Orla: Don’t let any boys see your diary tonight either. That’s reserved for your enemies.<br> Clare: Enemy? Who needs enemies when you’ve got siblings?<br> James: Erin, promise me one thing—you’ll dance even if it feels silly.<br> Erin: Promise. (takes a deep breath, fixes her dress) Let’s go make a memory, not a mannequin.<br> Michelle: That’s my girl. Now—smart phone... red lips... strut out that door!",false,"[Night time. Michelle, Erin, Clare, James and Orla sneak out of their room in their pyjamas.]<br> ERIN: I'm not sure about this.<br> MICHELLE: I knew you'd fanny out!<br> ERIN: These lads have moves. You said so yourself, Michelle. And I haven't got any moves!<br> (They walk up the stairs.)<br> MICHELLE: Look, let's just get in there, have a few drinks, and just loosen up a bit.<br> CLARE: No! No loosening up! I don't like it!<br> JAMES: Just be confident, Erin. Boys like that.<br> MICHELLE: How the fuck would you know what boys like?<br> JAMES: Cause I'm a boy, Michelle. I'm a real live boy.<br> ORLA: Aw, yeah, like Pinocchio.<br> (They reach the boys' door.)<br> MICHELLE: (touching Erin's hair) Listen be sexy, okay?<br> ERIN: Sexy, right.<br> (Erin leans against the wall and pouts.)<br> MICHELLE: I said be sexy, not be a fucking blowfish, Erin.<br> (Erin looks offended and tries to be sexy again. Michelle knocks.)<br> (Jon opens the door, looking confused.)<br> JAMES: Hello, mate.<br> MICHELLE: We heard you boys are having a party.<br> JON: No?<br> MICHELLE: Well yous are now.<br> (They all walk into the room. Orla stares at Jon close to his face. He looks scared.)<br>",right,keypress(d),,,,,,,,,,,,,,,,,1,
